Running 10 trials.
Epoch 1 	 Loss: 1.814194 	Val Loss: 0.535365
Epoch 1 	 Train Loss: 3.486097 	 Train acc: 0.208750 	 Val Loss: 2.112028 	 Val acc 0.262500
Epoch 20 	 Train Loss: 0.151834 	 Train acc: 0.974375 	 Val Loss: 3.300997 	 Val acc 0.337500
Epoch 1 	 Loss: 1.814177 	Val Loss: 0.584756
Epoch 1 	 Train Loss: 3.504913 	 Train acc: 0.208750 	 Val Loss: 2.122935 	 Val acc 0.297500
Epoch 2 	 Train Loss: 2.708052 	 Train acc: 0.435625 	 Val Loss: 1.941218 	 Val acc 0.312500
Epoch 3 	 Train Loss: 1.882348 	 Train acc: 0.626250 	 Val Loss: 1.924381 	 Val acc 0.312500
Epoch 4 	 Train Loss: 1.333925 	 Train acc: 0.769375 	 Val Loss: 1.968396 	 Val acc 0.325000
Epoch 5 	 Train Loss: 1.008775 	 Train acc: 0.839375 	 Val Loss: 2.066194 	 Val acc 0.297500
Epoch 6 	 Train Loss: 0.795853 	 Train acc: 0.893750 	 Val Loss: 2.163536 	 Val acc 0.297500
Epoch 7 	 Train Loss: 0.645733 	 Train acc: 0.927500 	 Val Loss: 2.272757 	 Val acc 0.295000
Epoch 8 	 Train Loss: 0.536264 	 Train acc: 0.939375 	 Val Loss: 2.386122 	 Val acc 0.295000
Epoch 9 	 Train Loss: 0.454683 	 Train acc: 0.947500 	 Val Loss: 2.481273 	 Val acc 0.307500
Epoch 10 	 Train Loss: 0.392368 	 Train acc: 0.948125 	 Val Loss: 2.559656 	 Val acc 0.315000
Epoch 11 	 Train Loss: 0.343895 	 Train acc: 0.951250 	 Val Loss: 2.649215 	 Val acc 0.317500
Epoch 12 	 Train Loss: 0.304920 	 Train acc: 0.956875 	 Val Loss: 2.731008 	 Val acc 0.320000
Epoch 13 	 Train Loss: 0.273151 	 Train acc: 0.960625 	 Val Loss: 2.800237 	 Val acc 0.322500
Epoch 14 	 Train Loss: 0.247746 	 Train acc: 0.963125 	 Val Loss: 2.849401 	 Val acc 0.315000
Epoch 15 	 Train Loss: 0.226947 	 Train acc: 0.966250 	 Val Loss: 2.900855 	 Val acc 0.315000
Epoch 16 	 Train Loss: 0.208579 	 Train acc: 0.968750 	 Val Loss: 2.956308 	 Val acc 0.310000
Epoch 17 	 Train Loss: 0.193466 	 Train acc: 0.966875 	 Val Loss: 3.007440 	 Val acc 0.312500
Epoch 18 	 Train Loss: 0.179959 	 Train acc: 0.970000 	 Val Loss: 3.056191 	 Val acc 0.315000
Epoch 19 	 Train Loss: 0.167935 	 Train acc: 0.974375 	 Val Loss: 3.086080 	 Val acc 0.315000
Epoch 20 	 Train Loss: 0.157424 	 Train acc: 0.975625 	 Val Loss: 3.130529 	 Val acc 0.315000
Epoch 1 	 Loss: 1.819525 	Val Loss: 0.599784
Epoch 1 	 Train Loss: 3.495795 	 Train acc: 0.192500 	 Val Loss: 2.113021 	 Val acc 0.277500
Epoch 2 	 Train Loss: 2.652686 	 Train acc: 0.487500 	 Val Loss: 1.932314 	 Val acc 0.292500
Epoch 3 	 Train Loss: 1.829211 	 Train acc: 0.670000 	 Val Loss: 1.905126 	 Val acc 0.315000
Epoch 4 	 Train Loss: 1.294178 	 Train acc: 0.795625 	 Val Loss: 1.958639 	 Val acc 0.325000
Epoch 5 	 Train Loss: 0.971089 	 Train acc: 0.857500 	 Val Loss: 2.073748 	 Val acc 0.312500
Epoch 6 	 Train Loss: 0.757325 	 Train acc: 0.914375 	 Val Loss: 2.200776 	 Val acc 0.305000
Epoch 7 	 Train Loss: 0.609481 	 Train acc: 0.936250 	 Val Loss: 2.329738 	 Val acc 0.330000
Epoch 8 	 Train Loss: 0.503367 	 Train acc: 0.946250 	 Val Loss: 2.447467 	 Val acc 0.332500
Epoch 9 	 Train Loss: 0.425022 	 Train acc: 0.944375 	 Val Loss: 2.543544 	 Val acc 0.330000
Epoch 10 	 Train Loss: 0.366019 	 Train acc: 0.949375 	 Val Loss: 2.636056 	 Val acc 0.332500
Epoch 11 	 Train Loss: 0.320288 	 Train acc: 0.951875 	 Val Loss: 2.724430 	 Val acc 0.332500
Epoch 12 	 Train Loss: 0.284845 	 Train acc: 0.956875 	 Val Loss: 2.801245 	 Val acc 0.325000
Epoch 13 	 Train Loss: 0.256351 	 Train acc: 0.958125 	 Val Loss: 2.854719 	 Val acc 0.330000
Epoch 14 	 Train Loss: 0.233856 	 Train acc: 0.962500 	 Val Loss: 2.916168 	 Val acc 0.330000
Epoch 15 	 Train Loss: 0.213513 	 Train acc: 0.966250 	 Val Loss: 2.968055 	 Val acc 0.327500
Epoch 16 	 Train Loss: 0.197555 	 Train acc: 0.968750 	 Val Loss: 3.031179 	 Val acc 0.330000
Epoch 17 	 Train Loss: 0.183396 	 Train acc: 0.969375 	 Val Loss: 3.070135 	 Val acc 0.330000
Epoch 18 	 Train Loss: 0.170360 	 Train acc: 0.971875 	 Val Loss: 3.105978 	 Val acc 0.330000
Epoch 19 	 Train Loss: 0.159806 	 Train acc: 0.973750 	 Val Loss: 3.137195 	 Val acc 0.330000
Epoch 20 	 Train Loss: 0.150562 	 Train acc: 0.973125 	 Val Loss: 3.192123 	 Val acc 0.325000
Epoch 1 	 Loss: 1.773648 	Val Loss: 0.602076
Epoch 1 	 Train Loss: 3.494596 	 Train acc: 0.193125 	 Val Loss: 2.121047 	 Val acc 0.252500
Epoch 2 	 Train Loss: 2.680844 	 Train acc: 0.477500 	 Val Loss: 1.952824 	 Val acc 0.282500
Epoch 3 	 Train Loss: 1.862638 	 Train acc: 0.635625 	 Val Loss: 1.933944 	 Val acc 0.302500
Epoch 4 	 Train Loss: 1.318719 	 Train acc: 0.802500 	 Val Loss: 1.991634 	 Val acc 0.305000
Epoch 5 	 Train Loss: 0.984357 	 Train acc: 0.855625 	 Val Loss: 2.092693 	 Val acc 0.307500
Epoch 6 	 Train Loss: 0.765537 	 Train acc: 0.902500 	 Val Loss: 2.205229 	 Val acc 0.297500
Epoch 7 	 Train Loss: 0.616043 	 Train acc: 0.926875 	 Val Loss: 2.321259 	 Val acc 0.322500
Epoch 8 	 Train Loss: 0.507154 	 Train acc: 0.936875 	 Val Loss: 2.433876 	 Val acc 0.315000
Epoch 9 	 Train Loss: 0.429100 	 Train acc: 0.946250 	 Val Loss: 2.534896 	 Val acc 0.315000
Epoch 10 	 Train Loss: 0.369959 	 Train acc: 0.945000 	 Val Loss: 2.641385 	 Val acc 0.312500
Epoch 11 	 Train Loss: 0.323050 	 Train acc: 0.950000 	 Val Loss: 2.728341 	 Val acc 0.325000
Epoch 12 	 Train Loss: 0.287690 	 Train acc: 0.951250 	 Val Loss: 2.792222 	 Val acc 0.325000
Epoch 13 	 Train Loss: 0.257923 	 Train acc: 0.953750 	 Val Loss: 2.867243 	 Val acc 0.327500
Epoch 14 	 Train Loss: 0.234348 	 Train acc: 0.960000 	 Val Loss: 2.922250 	 Val acc 0.330000
Epoch 15 	 Train Loss: 0.215123 	 Train acc: 0.966250 	 Val Loss: 2.986395 	 Val acc 0.327500
Epoch 16 	 Train Loss: 0.198091 	 Train acc: 0.969375 	 Val Loss: 3.047441 	 Val acc 0.330000
Epoch 17 	 Train Loss: 0.183670 	 Train acc: 0.971250 	 Val Loss: 3.093596 	 Val acc 0.337500
Epoch 18 	 Train Loss: 0.171603 	 Train acc: 0.973125 	 Val Loss: 3.137775 	 Val acc 0.335000
Epoch 19 	 Train Loss: 0.159885 	 Train acc: 0.975625 	 Val Loss: 3.196163 	 Val acc 0.337500
Epoch 20 	 Train Loss: 0.150409 	 Train acc: 0.973750 	 Val Loss: 3.223646 	 Val acc 0.345000
Epoch 1 	 Loss: 1.782663 	Val Loss: 0.547800
Epoch 1 	 Train Loss: 3.504353 	 Train acc: 0.186875 	 Val Loss: 2.122310 	 Val acc 0.290000
Epoch 2 	 Train Loss: 2.676550 	 Train acc: 0.477500 	 Val Loss: 1.946969 	 Val acc 0.292500
Epoch 3 	 Train Loss: 1.859512 	 Train acc: 0.653125 	 Val Loss: 1.927209 	 Val acc 0.295000
Epoch 4 	 Train Loss: 1.321372 	 Train acc: 0.788750 	 Val Loss: 1.982398 	 Val acc 0.315000
Epoch 5 	 Train Loss: 0.991659 	 Train acc: 0.869375 	 Val Loss: 2.079065 	 Val acc 0.300000
Epoch 6 	 Train Loss: 0.775220 	 Train acc: 0.902500 	 Val Loss: 2.170606 	 Val acc 0.307500
Epoch 7 	 Train Loss: 0.625181 	 Train acc: 0.926875 	 Val Loss: 2.290067 	 Val acc 0.310000
Epoch 8 	 Train Loss: 0.519118 	 Train acc: 0.944375 	 Val Loss: 2.396073 	 Val acc 0.315000
Epoch 9 	 Train Loss: 0.438988 	 Train acc: 0.946250 	 Val Loss: 2.476458 	 Val acc 0.337500
Epoch 10 	 Train Loss: 0.378497 	 Train acc: 0.950000 	 Val Loss: 2.561306 	 Val acc 0.327500
Epoch 11 	 Train Loss: 0.330657 	 Train acc: 0.951250 	 Val Loss: 2.650968 	 Val acc 0.330000
Epoch 12 	 Train Loss: 0.293343 	 Train acc: 0.953125 	 Val Loss: 2.719558 	 Val acc 0.325000
Epoch 13 	 Train Loss: 0.263907 	 Train acc: 0.954375 	 Val Loss: 2.797650 	 Val acc 0.330000
Epoch 14 	 Train Loss: 0.240158 	 Train acc: 0.961250 	 Val Loss: 2.845357 	 Val acc 0.335000
Epoch 15 	 Train Loss: 0.220335 	 Train acc: 0.966875 	 Val Loss: 2.897850 	 Val acc 0.337500
Epoch 16 	 Train Loss: 0.202813 	 Train acc: 0.968125 	 Val Loss: 2.953305 	 Val acc 0.327500
Epoch 17 	 Train Loss: 0.189114 	 Train acc: 0.971250 	 Val Loss: 3.014109 	 Val acc 0.327500
Epoch 18 	 Train Loss: 0.176421 	 Train acc: 0.973125 	 Val Loss: 3.047078 	 Val acc 0.330000
Epoch 19 	 Train Loss: 0.164720 	 Train acc: 0.973750 	 Val Loss: 3.086674 	 Val acc 0.325000
Epoch 20 	 Train Loss: 0.156163 	 Train acc: 0.973125 	 Val Loss: 3.139119 	 Val acc 0.327500
Epoch 1 	 Loss: 1.805048 	Val Loss: 0.633581
Epoch 1 	 Train Loss: 3.483183 	 Train acc: 0.228750 	 Val Loss: 2.124909 	 Val acc 0.270000
Epoch 2 	 Train Loss: 2.649917 	 Train acc: 0.466875 	 Val Loss: 1.950503 	 Val acc 0.317500
Epoch 3 	 Train Loss: 1.831408 	 Train acc: 0.641875 	 Val Loss: 1.925160 	 Val acc 0.332500
Epoch 4 	 Train Loss: 1.310293 	 Train acc: 0.777500 	 Val Loss: 1.984645 	 Val acc 0.322500
Epoch 5 	 Train Loss: 0.989457 	 Train acc: 0.853750 	 Val Loss: 2.087102 	 Val acc 0.312500
Epoch 6 	 Train Loss: 0.773570 	 Train acc: 0.900625 	 Val Loss: 2.203966 	 Val acc 0.315000
Epoch 7 	 Train Loss: 0.626177 	 Train acc: 0.926250 	 Val Loss: 2.323171 	 Val acc 0.322500
Epoch 8 	 Train Loss: 0.519659 	 Train acc: 0.946250 	 Val Loss: 2.442826 	 Val acc 0.327500
Epoch 9 	 Train Loss: 0.439681 	 Train acc: 0.947500 	 Val Loss: 2.557657 	 Val acc 0.327500
Epoch 10 	 Train Loss: 0.379992 	 Train acc: 0.952500 	 Val Loss: 2.664201 	 Val acc 0.330000
Epoch 11 	 Train Loss: 0.332944 	 Train acc: 0.953125 	 Val Loss: 2.730878 	 Val acc 0.332500
Epoch 12 	 Train Loss: 0.294480 	 Train acc: 0.958125 	 Val Loss: 2.818577 	 Val acc 0.332500
Epoch 13 	 Train Loss: 0.265325 	 Train acc: 0.961250 	 Val Loss: 2.884840 	 Val acc 0.330000
Epoch 14 	 Train Loss: 0.240464 	 Train acc: 0.965625 	 Val Loss: 2.958344 	 Val acc 0.327500
Epoch 15 	 Train Loss: 0.220351 	 Train acc: 0.971250 	 Val Loss: 3.016119 	 Val acc 0.332500
Epoch 16 	 Train Loss: 0.202735 	 Train acc: 0.970000 	 Val Loss: 3.072659 	 Val acc 0.332500
Epoch 17 	 Train Loss: 0.188472 	 Train acc: 0.970625 	 Val Loss: 3.135575 	 Val acc 0.332500
Epoch 18 	 Train Loss: 0.175784 	 Train acc: 0.971875 	 Val Loss: 3.186507 	 Val acc 0.330000
Epoch 19 	 Train Loss: 0.164937 	 Train acc: 0.975625 	 Val Loss: 3.213802 	 Val acc 0.327500
Epoch 20 	 Train Loss: 0.154689 	 Train acc: 0.975000 	 Val Loss: 3.266934 	 Val acc 0.330000
Epoch 1 	 Loss: 1.818596 	Val Loss: 0.609441
Epoch 1 	 Train Loss: 3.513124 	 Train acc: 0.211875 	 Val Loss: 2.137534 	 Val acc 0.282500
Epoch 2 	 Train Loss: 2.697849 	 Train acc: 0.460000 	 Val Loss: 1.953583 	 Val acc 0.305000
Epoch 3 	 Train Loss: 1.862626 	 Train acc: 0.626250 	 Val Loss: 1.932631 	 Val acc 0.322500
Epoch 4 	 Train Loss: 1.316964 	 Train acc: 0.774375 	 Val Loss: 2.013772 	 Val acc 0.312500
Epoch 5 	 Train Loss: 0.990714 	 Train acc: 0.846875 	 Val Loss: 2.119957 	 Val acc 0.287500
Epoch 6 	 Train Loss: 0.773729 	 Train acc: 0.903125 	 Val Loss: 2.253853 	 Val acc 0.295000
Epoch 7 	 Train Loss: 0.625085 	 Train acc: 0.937500 	 Val Loss: 2.384399 	 Val acc 0.295000
Epoch 8 	 Train Loss: 0.517021 	 Train acc: 0.946250 	 Val Loss: 2.501355 	 Val acc 0.312500
Epoch 9 	 Train Loss: 0.438490 	 Train acc: 0.941875 	 Val Loss: 2.611866 	 Val acc 0.315000
Epoch 10 	 Train Loss: 0.376792 	 Train acc: 0.949375 	 Val Loss: 2.712506 	 Val acc 0.327500
Epoch 11 	 Train Loss: 0.330141 	 Train acc: 0.950625 	 Val Loss: 2.801878 	 Val acc 0.320000
Epoch 12 	 Train Loss: 0.292705 	 Train acc: 0.951875 	 Val Loss: 2.885923 	 Val acc 0.317500
Epoch 13 	 Train Loss: 0.263022 	 Train acc: 0.955625 	 Val Loss: 2.953536 	 Val acc 0.310000
Epoch 14 	 Train Loss: 0.238567 	 Train acc: 0.960625 	 Val Loss: 3.031957 	 Val acc 0.317500
Epoch 15 	 Train Loss: 0.219464 	 Train acc: 0.966875 	 Val Loss: 3.081491 	 Val acc 0.315000
Epoch 16 	 Train Loss: 0.202176 	 Train acc: 0.967500 	 Val Loss: 3.147499 	 Val acc 0.317500
Epoch 17 	 Train Loss: 0.187640 	 Train acc: 0.970625 	 Val Loss: 3.192804 	 Val acc 0.317500
Epoch 18 	 Train Loss: 0.174196 	 Train acc: 0.973125 	 Val Loss: 3.236801 	 Val acc 0.315000
Epoch 19 	 Train Loss: 0.163491 	 Train acc: 0.973125 	 Val Loss: 3.267838 	 Val acc 0.317500
Epoch 20 	 Train Loss: 0.152820 	 Train acc: 0.974375 	 Val Loss: 3.309483 	 Val acc 0.320000
Epoch 1 	 Loss: 1.861322 	Val Loss: 0.592957
Epoch 1 	 Train Loss: 3.495184 	 Train acc: 0.219375 	 Val Loss: 2.139478 	 Val acc 0.317500
Epoch 2 	 Train Loss: 2.676663 	 Train acc: 0.453750 	 Val Loss: 1.943753 	 Val acc 0.317500
Epoch 3 	 Train Loss: 1.867731 	 Train acc: 0.623750 	 Val Loss: 1.900160 	 Val acc 0.322500
Epoch 4 	 Train Loss: 1.343370 	 Train acc: 0.781250 	 Val Loss: 1.949104 	 Val acc 0.340000
Epoch 5 	 Train Loss: 1.006641 	 Train acc: 0.848125 	 Val Loss: 2.042618 	 Val acc 0.340000
Epoch 6 	 Train Loss: 0.787909 	 Train acc: 0.901875 	 Val Loss: 2.142661 	 Val acc 0.335000
Epoch 7 	 Train Loss: 0.634473 	 Train acc: 0.929375 	 Val Loss: 2.252761 	 Val acc 0.327500
Epoch 8 	 Train Loss: 0.524337 	 Train acc: 0.936250 	 Val Loss: 2.362985 	 Val acc 0.330000
Epoch 9 	 Train Loss: 0.444444 	 Train acc: 0.943750 	 Val Loss: 2.470323 	 Val acc 0.325000
Epoch 10 	 Train Loss: 0.382307 	 Train acc: 0.946250 	 Val Loss: 2.549092 	 Val acc 0.335000
Epoch 11 	 Train Loss: 0.335675 	 Train acc: 0.949375 	 Val Loss: 2.626802 	 Val acc 0.330000
Epoch 12 	 Train Loss: 0.297496 	 Train acc: 0.953750 	 Val Loss: 2.703914 	 Val acc 0.335000
Epoch 13 	 Train Loss: 0.267292 	 Train acc: 0.955625 	 Val Loss: 2.774752 	 Val acc 0.332500
Epoch 14 	 Train Loss: 0.242310 	 Train acc: 0.965625 	 Val Loss: 2.825498 	 Val acc 0.332500
Epoch 15 	 Train Loss: 0.222123 	 Train acc: 0.968125 	 Val Loss: 2.887082 	 Val acc 0.332500
Epoch 16 	 Train Loss: 0.205244 	 Train acc: 0.966875 	 Val Loss: 2.941271 	 Val acc 0.335000
Epoch 17 	 Train Loss: 0.190715 	 Train acc: 0.970625 	 Val Loss: 2.990840 	 Val acc 0.332500
Epoch 18 	 Train Loss: 0.177238 	 Train acc: 0.971875 	 Val Loss: 3.023237 	 Val acc 0.340000
Epoch 19 	 Train Loss: 0.166294 	 Train acc: 0.973125 	 Val Loss: 3.065647 	 Val acc 0.332500
Epoch 20 	 Train Loss: 0.156420 	 Train acc: 0.974375 	 Val Loss: 3.102259 	 Val acc 0.332500
Epoch 1 	 Loss: 1.817701 	Val Loss: 0.585967
Epoch 1 	 Train Loss: 3.493189 	 Train acc: 0.218750 	 Val Loss: 2.099359 	 Val acc 0.287500
Epoch 2 	 Train Loss: 2.664672 	 Train acc: 0.506250 	 Val Loss: 1.919734 	 Val acc 0.300000
Epoch 3 	 Train Loss: 1.843996 	 Train acc: 0.640625 	 Val Loss: 1.903363 	 Val acc 0.322500
Epoch 4 	 Train Loss: 1.313581 	 Train acc: 0.774375 	 Val Loss: 1.951744 	 Val acc 0.325000
Epoch 5 	 Train Loss: 0.990309 	 Train acc: 0.850000 	 Val Loss: 2.046631 	 Val acc 0.320000
Epoch 6 	 Train Loss: 0.775158 	 Train acc: 0.908125 	 Val Loss: 2.167613 	 Val acc 0.310000
Epoch 7 	 Train Loss: 0.629103 	 Train acc: 0.924375 	 Val Loss: 2.282288 	 Val acc 0.312500
Epoch 8 	 Train Loss: 0.524165 	 Train acc: 0.935000 	 Val Loss: 2.403066 	 Val acc 0.317500
Epoch 9 	 Train Loss: 0.445409 	 Train acc: 0.946875 	 Val Loss: 2.503510 	 Val acc 0.332500
Epoch 10 	 Train Loss: 0.385569 	 Train acc: 0.950000 	 Val Loss: 2.591225 	 Val acc 0.337500
Epoch 11 	 Train Loss: 0.337790 	 Train acc: 0.949375 	 Val Loss: 2.684093 	 Val acc 0.335000
Epoch 12 	 Train Loss: 0.299838 	 Train acc: 0.957500 	 Val Loss: 2.760256 	 Val acc 0.340000
Epoch 13 	 Train Loss: 0.269254 	 Train acc: 0.960000 	 Val Loss: 2.840879 	 Val acc 0.340000
Epoch 14 	 Train Loss: 0.244539 	 Train acc: 0.964375 	 Val Loss: 2.904486 	 Val acc 0.342500
Epoch 15 	 Train Loss: 0.223886 	 Train acc: 0.968125 	 Val Loss: 2.978646 	 Val acc 0.345000
Epoch 16 	 Train Loss: 0.206539 	 Train acc: 0.970000 	 Val Loss: 3.024124 	 Val acc 0.337500
Epoch 17 	 Train Loss: 0.191824 	 Train acc: 0.970625 	 Val Loss: 3.061932 	 Val acc 0.342500
Epoch 18 	 Train Loss: 0.179270 	 Train acc: 0.971875 	 Val Loss: 3.114695 	 Val acc 0.340000
Epoch 19 	 Train Loss: 0.167722 	 Train acc: 0.973125 	 Val Loss: 3.155693 	 Val acc 0.337500
Epoch 20 	 Train Loss: 0.157412 	 Train acc: 0.975000 	 Val Loss: 3.201647 	 Val acc 0.332500
Mean acc is 0.32775
Standard deviation acc is 0.010031201323869438
Best acc is 0.345
Experiment was type fold3 : folder ../ZeroShotESCData/pickles/esc50/ESC_50_synonyms/fold34.pickle
