Running 10 trials.
Epoch 1 	 Loss: 0.081683 	Val Loss: 0.029980
Epoch 1 	 Train Loss: 2.503290 	 Train acc: 0.410647 	 Val Loss: 1.883456 	 Val acc 0.427150
Epoch 2 	 Train Loss: 0.754686 	 Train acc: 0.833708 	 Val Loss: 2.095197 	 Val acc 0.451280
Epoch 3 	 Train Loss: 0.427046 	 Train acc: 0.911169 	 Val Loss: 2.346731 	 Val acc 0.426230
Epoch 4 	 Train Loss: 0.327827 	 Train acc: 0.935355 	 Val Loss: 2.583682 	 Val acc 0.407442
Epoch 5 	 Train Loss: 0.285315 	 Train acc: 0.941670 	 Val Loss: 2.827435 	 Val acc 0.388838
Epoch 6 	 Train Loss: 0.260863 	 Train acc: 0.946719 	 Val Loss: 2.915199 	 Val acc 0.386996
Epoch 7 	 Train Loss: 0.245618 	 Train acc: 0.948655 	 Val Loss: 3.023141 	 Val acc 0.383312
Epoch 8 	 Train Loss: 0.235348 	 Train acc: 0.949847 	 Val Loss: 3.163651 	 Val acc 0.376312
Epoch 9 	 Train Loss: 0.226247 	 Train acc: 0.951046 	 Val Loss: 3.207991 	 Val acc 0.370050
Epoch 10 	 Train Loss: 0.219514 	 Train acc: 0.952349 	 Val Loss: 3.170516 	 Val acc 0.388285
Epoch 11 	 Train Loss: 0.214738 	 Train acc: 0.952930 	 Val Loss: 3.164217 	 Val acc 0.394548
Epoch 12 	 Train Loss: 0.209336 	 Train acc: 0.953287 	 Val Loss: 3.308071 	 Val acc 0.373734
Epoch 13 	 Train Loss: 0.206468 	 Train acc: 0.954754 	 Val Loss: 3.260610 	 Val acc 0.386075
Epoch 14 	 Train Loss: 0.201373 	 Train acc: 0.956050 	 Val Loss: 3.374158 	 Val acc 0.370234
Epoch 15 	 Train Loss: 0.198228 	 Train acc: 0.955834 	 Val Loss: 3.337630 	 Val acc 0.382575
Epoch 16 	 Train Loss: 0.195071 	 Train acc: 0.955901 	 Val Loss: 3.253610 	 Val acc 0.393258
Epoch 17 	 Train Loss: 0.192957 	 Train acc: 0.956154 	 Val Loss: 3.294059 	 Val acc 0.389575
Epoch 18 	 Train Loss: 0.189495 	 Train acc: 0.958611 	 Val Loss: 3.177916 	 Val acc 0.408915
Epoch 19 	 Train Loss: 0.186330 	 Train acc: 0.957978 	 Val Loss: 3.230639 	 Val acc 0.408178
Epoch 20 	 Train Loss: 0.183890 	 Train acc: 0.958239 	 Val Loss: 3.281732 	 Val acc 0.399705
Epoch 1 	 Loss: 0.082530 	Val Loss: 0.029870
Epoch 1 	 Train Loss: 2.493991 	 Train acc: 0.408599 	 Val Loss: 1.863667 	 Val acc 0.434887
Epoch 2 	 Train Loss: 0.748976 	 Train acc: 0.831832 	 Val Loss: 2.087727 	 Val acc 0.442991
Epoch 3 	 Train Loss: 0.425639 	 Train acc: 0.911116 	 Val Loss: 2.384770 	 Val acc 0.414441
